Description,GroundTruth,Ratings,Review Date,Review Title,Site
"For the non Greek readers Manitari is Greek for mushroom so as you'd expect from the name these guys are great at all things mushroom! 

I visited with friends on my first trip to the lake. We ordered tzatiki and mushrooms to start, both delicious,...More",positive,4,2-May-16,Mushroom specialists,Trip Advisor
"The first dinner at this place was very good, fresh high quality vegetable salad, gigandes, grilled throat, cooked good. The other day we ordered almost the same, but added mushroom soap, the food was quiet heavy. But advantage of the place is good wifi",negative,3,1-May-16,Traditional average Greek taverna ,Trip Advisor
Restaurant placed in very good location with amazing views on the lake. Variety of choices on local plates accompanied by mushrooms.,positive,4,21-Apr-16,Interesting food based on mushroom plates,Trip Advisor
Have been back several times and never been disappointed. Excellent food with fast service and the view over the lake which is amazing,positive,5,1-Jan-16,Great food and wonderful views,Trip Advisor
This is the first restaurant that actually charged us for dessert! The food was average and the atmosphere not so inviting.,negative,3,7-Jan-15,Average,Trip Advisor
"This is one of the restaurants around the lake, a traditionally built restaurant with good food and service, and reasonably priced. They have home cooked dishes, along with ordering from the grill. Yes I would eat here again",positive,5,3-Dec-14,good food with a great view,Trip Advisor
the name means mushroom but the menu has only one dish! also the plates are very touristic... everything is served with rice and potatoes.... when you are in a place like that (lake plastira) you expect more 'original / local' taste  and dishes. atmosphere is...More,negative,3,31-Oct-14,average and very expected taste,Trip Advisor
"We visited the restaurants in Dec 13...the menu is the same as everywhere else although ""manitari"" mwans mushroom but it has nothing on the menu on mushrooms...it is just the name of the shop.
Dishes are expensive and the portions are very small. The fries...More",negative,2,6-Jan-14,Poor...at best!,Trip Advisor
Nice food but nothing really special. The service was pretty fast even though the place was crowded.,negative,3,29-Oct-13,Οverestimated,Trip Advisor
"Amazing food and service. Totally worth the wait. It was full when we arrived, but it took no more than 10 minutes to get a table. It was still full when we left, so this says a lot about their quality. Food was very nice,...More",positive,5,6-Jan-20,Very nice and tasty,Trip Advisor
"Although a nice cozy atmosphere around the fireplace, the food was not that good. I would not recommend since there are other way much better places to eat around the lake.",negative,2,30-Nov-19,Average quality - average service,Trip Advisor
"During my 3 day stay in Lake Plastiras, I dined for 2 times in the same place as it was definitely worth it. They offer good service along with delicious food. The mushroom soup is a must !",positive,5,28-Nov-19,Great meal,Trip Advisor
"Very good quality food, reasonable prices, very hospitable owner. Quite, peaceful. We have enjoyed sitting under the oak trees with lake view. The fish was so tasty. The greek salad was the most tasty in my life: olive oil is so reach and tomatoes are...More",positive,5,16-Sep-19,"Amazing food and fantastic service, beautiful view!",Trip Advisor
"Nice view and locale, very tasty and quality food. Nice service and friendly people. Consult the waiter for an even better food experience",positive,5,17-Jun-19,A very 'proper' place to eat!,Trip Advisor
"If looking for eating at a beautiful countryside place, this would be a relatively good value for money choice. 
> Restaurant area: cozy, adequately clean and comfortable, appropriately maintained
> View: great view at the lake and surrounding mountain tops
> Food: tastier than average,...More",positive,4,8-May-19,Good food – Wonderful lake view,Trip Advisor
"Super tasty (original Greek kitchen) fresh ingridients with Lake  view ❤️❤️❤️
Very fair prices
Very friendly Service
Free parking
Very recomandable",positive,5,22-Apr-19,Amazing food & nice location with beautiful view,Trip Advisor
"Great and tasty food, big portions, very friendly service and wonderful view to the lake. I strongly recommend grilled mushrooms for starters. It's one of the best restaurants in the area.",positive,5,28-Mar-19,Amazing place with wonderful view ,Trip Advisor
"Don΄t ever taste loukaniko and agriogourouno. All the rest of roasted meat like bifteki, pork steak and salads were good.",negative,3,14-Mar-19,Great view of Limni Plastira,Trip Advisor
We visited this restaurant on New Year’s Eve afternoon. Food was above average. Service has a potential of improvement. We will choose again this restaurant when we visit the area. Worth to mention that the fish was perfect.,positive,4,13-Jan-19,NICE RESTAURANT WITH VIEW,Trip Advisor
"Amazing food and service. Totally worth the wait. It was full when we arrived, but it took no more than 10 minutes to get a table. It was still full when we left, so this says a lot about their quality. Food was very nice,...More",positive,5,6-Jan-20,Very nice and tasty,Trip Advisor
"Although a nice cozy atmosphere around the fireplace, the food was not that good. I would not recommend since there are other way much better places to eat around the lake.",negative,2,30-Nov-19,Average quality - average service,Trip Advisor
"During my 3 day stay in Lake Plastiras, I dined for 2 times in the same place as it was definitely worth it. They offer good service along with delicious food. The mushroom soup is a must !",positive,5,28-Nov-19,Great meal,Trip Advisor
"Very good quality food, reasonable prices, very hospitable owner. Quite, peaceful. We have enjoyed sitting under the oak trees with lake view. The fish was so tasty. The greek salad was the most tasty in my life: olive oil is so reach and tomatoes are...More",positive,5,16-Sep-19,"Amazing food and fantastic service, beautiful view!",Trip Advisor
"Nice view and locale, very tasty and quality food. Nice service and friendly people. Consult the waiter for an even better food experience",positive,5,17-Jun-19,A very 'proper' place to eat!,Trip Advisor
"If looking for eating at a beautiful countryside place, this would be a relatively good value for money choice. 
> Restaurant area: cozy, adequately clean and comfortable, appropriately maintained
> View: great view at the lake and surrounding mountain tops
> Food: tastier than average,...More",positive,4,8-May-19,Good food – Wonderful lake view,Trip Advisor
"Super tasty (original Greek kitchen) fresh ingridients with Lake  view ❤️❤️❤️
Very fair prices
Very friendly Service
Free parking
Very recomandable",positive,5,22-Apr-19,Amazing food & nice location with beautiful view,Trip Advisor
"Great and tasty food, big portions, very friendly service and wonderful view to the lake. I strongly recommend grilled mushrooms for starters. It's one of the best restaurants in the area.",positive,5,28-Mar-19,Amazing place with wonderful view ,Trip Advisor
"Don΄t ever taste loukaniko and agriogourouno. All the rest of roasted meat like bifteki, pork steak and salads were good.",negative,3,14-Mar-19,Great view of Limni Plastira,Trip Advisor
We visited this restaurant on New Year’s Eve afternoon. Food was above average. Service has a potential of improvement. We will choose again this restaurant when we visit the area. Worth to mention that the fish was perfect.,positive,4,13-Jan-19,NICE RESTAURANT WITH VIEW,Trip Advisor
"Amazing food and service. Totally worth the wait. It was full when we arrived, but it took no more than 10 minutes to get a table. It was still full when we left, so this says a lot about their quality. Food was very nice,...More",positive,5,6-Jan-20,Very nice and tasty,Trip Advisor
"Although a nice cozy atmosphere around the fireplace, the food was not that good. I would not recommend since there are other way much better places to eat around the lake.",negative,2,30-Nov-19,Average quality - average service,Trip Advisor
"During my 3 day stay in Lake Plastiras, I dined for 2 times in the same place as it was definitely worth it. They offer good service along with delicious food. The mushroom soup is a must !",positive,5,28-Nov-19,Great meal,Trip Advisor
"Very good quality food, reasonable prices, very hospitable owner. Quite, peaceful. We have enjoyed sitting under the oak trees with lake view. The fish was so tasty. The greek salad was the most tasty in my life: olive oil is so reach and tomatoes are...More",positive,5,16-Sep-19,"Amazing food and fantastic service, beautiful view!",Trip Advisor
"Nice view and locale, very tasty and quality food. Nice service and friendly people. Consult the waiter for an even better food experience",positive,5,17-Jun-19,A very 'proper' place to eat!,Trip Advisor
"If looking for eating at a beautiful countryside place, this would be a relatively good value for money choice. 
> Restaurant area: cozy, adequately clean and comfortable, appropriately maintained
> View: great view at the lake and surrounding mountain tops
> Food: tastier than average,...More",positive,4,8-May-19,Good food – Wonderful lake view,Trip Advisor
"Super tasty (original Greek kitchen) fresh ingridients with Lake  view ❤️❤️❤️
Very fair prices
Very friendly Service
Free parking
Very recomandable",positive,5,22-Apr-19,Amazing food & nice location with beautiful view,Trip Advisor
"Great and tasty food, big portions, very friendly service and wonderful view to the lake. I strongly recommend grilled mushrooms for starters. It's one of the best restaurants in the area.",positive,5,28-Mar-19,Amazing place with wonderful view ,Trip Advisor
"Don΄t ever taste loukaniko and agriogourouno. All the rest of roasted meat like bifteki, pork steak and salads were good.",negative,3,14-Mar-19,Great view of Limni Plastira,Trip Advisor
We visited this restaurant on New Year’s Eve afternoon. Food was above average. Service has a potential of improvement. We will choose again this restaurant when we visit the area. Worth to mention that the fish was perfect.,positive,4,13-Jan-19,NICE RESTAURANT WITH VIEW,Trip Advisor
"The dishes were tasty, varied and quite big. Nice service and clean atmosphere. A nice place with Cretan food.",positive,5,12-Jan-20,Tasty and large dishes,Trip Advisor
"This restaurant is second to none. No questions asked. The food was incredibly good, tasteful and the service very very quick even for a very busy Saturday. We picked this restaurant from the top of the list of Trip Advisor and yes it was without...More",positive,5,4-Jan-20,Family dinner.,Trip Advisor
Me and my wife visited this nice restaurant in Trikala a few days ago. We came back from the monasteries in Meteora and hoped for a typical taste of the Greek. There weren’t any Dolmadas on the menu so I asked the waitress if they...More,positive,5,30-Aug-19,Touched by kind service and honest food,Trip Advisor
Very welcoming and friendly staff. The food is also great! The salads and the hand-made pasta are specially good!,positive,5,3-Jun-19,Great,Trip Advisor
Grab a late lunch with my family at this restaurant. Was greeted by friendly staff. Which recommended their specials which was a pork shank and lamb cooked with feta cheese. Nice environment and good food.,positive,5,20-May-19,Good Food & Great Service,Trip Advisor
"Food was really delicious, we felt full easily. Waiters were excellent and friendly.  But toilets were absolutely dirty!!! Especially men's toilet was disgusting... Their Wi-Fi was a little bit problematic, we couldn't connect.",positive,4,16-Apr-19,Food was delicious but toilets...,Trip Advisor
Great mezedaki food in an cozy street in trikala. The service was ok and the food great! We had filled beef and psaronefri with salad and feta with honey. I definetely recommend this place. The food and taste is great!,positive,5,27-Dec-18,Great cretan food in Trikala!,Trip Advisor
"Nice place in a very old city’s neighborhood. 
Warm staff and nice decoration. 
Unfortunately we are not so much satisfied with the taste of dishes even they served so delicate.",positive,4,27-Dec-18,Good enough,Trip Advisor
"We ate here at lunch time and the food was well cooked, quick and tasty. The salads were excellent. The bread was quite hard although this is traditional in Greece.",positive,5,15-Nov-18,Very good. ,Trip Advisor
"We tasted some of the dishes (Cuisine from Crete),all were excellent.The prices were low and quality was high.The salad (from Crete they name it) ,the special pasta with cheese and caramelized onions, the pork baked in the oven for hours with potatoes ,all tasteful.If you...More",positive,5,10-Nov-18,Great food and location!,Trip Advisor
We where 2 couples enjoying. Everyone of the 4 main courses was just excellent! The service was great as well and prices were more than fair.,positive,5,27-Oct-18,Delicious,Trip Advisor
"One of the best places in Trikala!! Very friendly waiter, speak many languages. Delicious traditional kitchen!",positive,5,13-Aug-18,Best Food!!,Trip Advisor
We were super hungry and traveling to Meteora and needed to find food. What a  surprise! Their food was excellent and the service was excellent. Scrumptious foods and wine! I recommend! Plus it nestled in the city center.. very cute!,positive,5,28-Apr-18,What a delight!,Trip Advisor
"Great food, clean restaurant, lovely staff and a genuine warmhearted owner :) they have vegan options and the staff speak English. They were very accomodating",positive,5,31-Mar-18,Would recommend,Trip Advisor
Some of the best food I’ve had in Greece and I come here often. Knowledgeable staff with really good English which was helpful to find vegan options. Very accommodating. The deserts at the end were delicious. Highly recommend,positive,5,31-Mar-18,Amazing food,Trip Advisor
"The best delicious food friendly staff and nice environment....
You must to visit the restaurant and you taste all the greek gastronomic experience. 
I think is the one of the best I have visit in my journey.",positive,5,16-Jan-18,The best delicious food .....,Trip Advisor
Service and food were just great. Special mention for the Ntakos ans the Ctrete salad who were just awesome with superb products. Congrats ans thank you!,positive,5,13-Aug-17,Great place for a great diner,Trip Advisor
"On our way to Meteora we stopped in Trikala for lunch. There are lots of restaurants on the small Ipsilantou-street side by side. To Tsikali looked welcoming and as it was very hot, +40°C,  we chose to sit inside which was air-conditioned. The service was...More",positive,5,2-Jul-17,An excellent stop-over for lunch,Trip Advisor
"This lovely taverna is situated in the Manavika area of Trikala 30 minutes away from the busy Kalambaka. Great service, tasty Cretan food, each appetizer was better than the last one. And a great selection of greek wines reasonably priced. The staff went out of...More",positive,5,1-Jul-17,Great Cretan Food in the middle of Thessaly,Trip Advisor
"I'm quite familiar with Greek food (having a Greek wife and had been in many Greek restaurants) and this one isn't as good as the reviews make it look like.
The service is good, they are very friendly and quick.
The food is okay. For...More",negative,3,26-Jun-17,Not what I expected,Trip Advisor
"Exceptional food, very tasty! Very clean restaurant! We recommend the lamb in wine, the local ice cream. Best greek salad eated in Greece!",positive,5,12-Jun-17,Excellent food and very nice people,Trip Advisor
I strongly reccomend the lamb chops! You can eat different local food at best quality. It's situated in the old city.,positive,5,24-May-17,Very good food! ,Trip Advisor
"Very welcoming to a group of 5 adults and 3 young children.  

The salad was pleasant but the bread was hard,  the other dishes were ok, serve was quick.  Would consider a return trip but would try some of the other establishments  in the area...More",negative,3,10-Dec-16,Cretan restaurant ,Trip Advisor
"The food was delicious and the service great! I tried the Cretan pasta, ""fyllo elias"" and I totally recommend it.",positive,5,20-Nov-16,Excellent Cretan food!,Trip Advisor
"One of the best cretan-type of Greek cuisine.  All dishes we tried were really good, perfect quality of ingredients, original dishes. All pasta dishes we tried were excellent. Good service , nice pleasant environment with nice Greek music.  Highly recommended!!",positive,5,29-Oct-16,Exceptional good cuisine ,Trip Advisor
"Greek restaurant with excellent food.
Large portions and good.
Wonderful Greek music.
Courteous and welcoming.",positive,5,18-Oct-16,Excellent  restaurant,Trip Advisor
"We came in October on a Sunday, and we came early for Greek dinnertime so it was fairly quiet at the restaurant. Great decor and ambience, great food too and decent prices. It's more expensive than taverns but it's also a more polished menu and...More",positive,4,16-Oct-16,Off season;  great dinner,Trip Advisor
Very good choice for young people. Delicious tastes and local wine! Perfect kritiki salad! We had pleasant time there!!! Only negative that they permit smoking...,positive,5,2-Jan-16,Very Good choice!,Trip Advisor
Very good food and food decoration but the service was terrible. We were waiting for our order for more than 30 minutes. Part of the staff was rude and very ironic towards not only us but every other customer they were serving. Wouldn't recommend if...More,negative,1,27-Dec-15,Terrible service,Trip Advisor
"We visited tsikali me and my family during our visit at Elf grinder for our doughter.
Checking closely tripadvisor reviewers we desided tsikali to be our choice for lunch.
First impression wasnt good because of tge two spider nests we noticed in the wall!
Second...More",positive,4,14-Dec-15,"Original cretan menu,delicious dishes!",Trip Advisor
"Very fast service and the food was to die for, we had little Greek pies to start which were very tasty and the best burger I think I've ever had! Not a burger as us Brits or Americans know it though, it was fresh and...More",positive,5,22-Oct-15,"Brilliant food, great price!",Trip Advisor
Not too much to say about the Tsikali. It was recommended to me by some friends. I went there for a business dinner. The service was really good. Fast and friendly. The food: awesome and delicious Greek style food. Very affordable for European standards. I...More,positive,4,14-Oct-15,Real good Greek food and very friendly service,Trip Advisor
"We had a great time at To Tsikali. The waiter was really adorable and full of attention. The food was really tasty ! The restaurant is located in a nice street.
Perfect !",positive,5,8-Oct-15,Delicious greek food,Trip Advisor
I visited To Tisikali with my husband and kids a warm September night. We sat outside and we ordered a variety of dishes. I must recommend the Ntakos salad and the salad with Stamnagathi. If you like goat meat then this is probably the right...More,negative,3,18-Mar-15,Typical Kretan cuisine,Trip Advisor
"Extraordinary flavours.
Must visit.
The best in town.
Fresh ingredients and very kind staff.
Must try Ψηλορείτης salad
Πατάτες με σως γιαρτιού και απάκι for starter and Στριφταρια με λουκάνικο Σφακιών και Φύλλα ελιάς με κοτόπουλο και σύγκλινο for main dishes.
I shall visit it...More",positive,5,20-Dec-14,Extraordinary flavours,Trip Advisor
"All I have to say is......Great Restaurant.....Great Area.....Great People....Great Service....Great Food...and Finally  Excellent Prices

Keep up the Great Work....and Value...!!!!!!",positive,5,8-Dec-14,AMAZING RESTAURANT...AMAZING PEOPLE,Trip Advisor
"A few days ago I spent just one day in Trikala. In the evening, some local friends took me for dinner at Tsikali. I am of crete descent and I was rather thoughtful of tasting cretan food in Trikala. The choice my friends made, proved...More",positive,5,11-Nov-14,An unexpected surprise,Trip Advisor
"A modern way of delicasies of Creta in a town of central Greece.In a beautiful pedestrian rosd.Nice enviroment,friendly service,nice cuisine with enormous portions and the prices...very economical.I highly reccomnd it",positive,4,1-Sep-14,Creta in Trikala,Trip Advisor
"This restaurant and coffee shop has been around since 1900 and now operated by the family’s 5th generation. I’ll never forget the old-fashioned “lolly” they served us after dinner. Like a “milko” on a spoon, dipped in water. Josh and Mia polished both of theirs...More",positive,5,16-May-14,"Very friendly, great location",Trip Advisor
"The dishes were tasty, varied and quite big. Nice service and clean atmosphere. A nice place with Cretan food.",positive,5,12-Jan-20,Tasty and large dishes,Trip Advisor
"This restaurant is second to none. No questions asked. The food was incredibly good, tasteful and the service very very quick even for a very busy Saturday. We picked this restaurant from the top of the list of Trip Advisor and yes it was without...More",positive,5,4-Jan-20,Family dinner.,Trip Advisor
Me and my wife visited this nice restaurant in Trikala a few days ago. We came back from the monasteries in Meteora and hoped for a typical taste of the Greek. There weren’t any Dolmadas on the menu so I asked the waitress if they...More,positive,5,30-Aug-19,Touched by kind service and honest food,Trip Advisor
Very welcoming and friendly staff. The food is also great! The salads and the hand-made pasta are specially good!,positive,5,3-Jun-19,Great,Trip Advisor
Grab a late lunch with my family at this restaurant. Was greeted by friendly staff. Which recommended their specials which was a pork shank and lamb cooked with feta cheese. Nice environment and good food.,positive,5,20-May-19,Good Food & Great Service,Trip Advisor
"Food was really delicious, we felt full easily. Waiters were excellent and friendly.  But toilets were absolutely dirty!!! Especially men's toilet was disgusting... Their Wi-Fi was a little bit problematic, we couldn't connect.",positive,4,16-Apr-19,Food was delicious but toilets...,Trip Advisor
Great mezedaki food in an cozy street in trikala. The service was ok and the food great! We had filled beef and psaronefri with salad and feta with honey. I definetely recommend this place. The food and taste is great!,positive,5,27-Dec-18,Great cretan food in Trikala!,Trip Advisor
"Nice place in a very old city’s neighborhood. 
Warm staff and nice decoration. 
Unfortunately we are not so much satisfied with the taste of dishes even they served so delicate.",positive,4,27-Dec-18,Good enough,Trip Advisor
"We ate here at lunch time and the food was well cooked, quick and tasty. The salads were excellent. The bread was quite hard although this is traditional in Greece.",positive,5,15-Nov-18,Very good. ,Trip Advisor
"We tasted some of the dishes (Cuisine from Crete),all were excellent.The prices were low and quality was high.The salad (from Crete they name it) ,the special pasta with cheese and caramelized onions, the pork baked in the oven for hours with potatoes ,all tasteful.If you...More",positive,5,10-Nov-18,Great food and location!,Trip Advisor
"The dishes were tasty, varied and quite big. Nice service and clean atmosphere. A nice place with Cretan food.",positive,5,12-Jan-20,Tasty and large dishes,Trip Advisor
"This restaurant is second to none. No questions asked. The food was incredibly good, tasteful and the service very very quick even for a very busy Saturday. We picked this restaurant from the top of the list of Trip Advisor and yes it was without...More",positive,5,4-Jan-20,Family dinner.,Trip Advisor
Me and my wife visited this nice restaurant in Trikala a few days ago. We came back from the monasteries in Meteora and hoped for a typical taste of the Greek. There weren’t any Dolmadas on the menu so I asked the waitress if they...More,positive,5,30-Aug-19,Touched by kind service and honest food,Trip Advisor
Very welcoming and friendly staff. The food is also great! The salads and the hand-made pasta are specially good!,positive,5,3-Jun-19,Great,Trip Advisor
Grab a late lunch with my family at this restaurant. Was greeted by friendly staff. Which recommended their specials which was a pork shank and lamb cooked with feta cheese. Nice environment and good food.,positive,5,20-May-19,Good Food & Great Service,Trip Advisor
"Food was really delicious, we felt full easily. Waiters were excellent and friendly.  But toilets were absolutely dirty!!! Especially men's toilet was disgusting... Their Wi-Fi was a little bit problematic, we couldn't connect.",positive,4,16-Apr-19,Food was delicious but toilets...,Trip Advisor
Great mezedaki food in an cozy street in trikala. The service was ok and the food great! We had filled beef and psaronefri with salad and feta with honey. I definetely recommend this place. The food and taste is great!,positive,5,27-Dec-18,Great cretan food in Trikala!,Trip Advisor
"Nice place in a very old city’s neighborhood. 
Warm staff and nice decoration. 
Unfortunately we are not so much satisfied with the taste of dishes even they served so delicate.",positive,4,27-Dec-18,Good enough,Trip Advisor
"We ate here at lunch time and the food was well cooked, quick and tasty. The salads were excellent. The bread was quite hard although this is traditional in Greece.",positive,5,15-Nov-18,Very good. ,Trip Advisor
"We tasted some of the dishes (Cuisine from Crete),all were excellent.The prices were low and quality was high.The salad (from Crete they name it) ,the special pasta with cheese and caramelized onions, the pork baked in the oven for hours with potatoes ,all tasteful.If you...More",positive,5,10-Nov-18,Great food and location!,Trip Advisor
"The dishes were tasty, varied and quite big. Nice service and clean atmosphere. A nice place with Cretan food.",positive,5,12-Jan-20,Tasty and large dishes,Trip Advisor
"This restaurant is second to none. No questions asked. The food was incredibly good, tasteful and the service very very quick even for a very busy Saturday. We picked this restaurant from the top of the list of Trip Advisor and yes it was without...More",positive,5,4-Jan-20,Family dinner.,Trip Advisor
Me and my wife visited this nice restaurant in Trikala a few days ago. We came back from the monasteries in Meteora and hoped for a typical taste of the Greek. There weren’t any Dolmadas on the menu so I asked the waitress if they...More,positive,5,30-Aug-19,Touched by kind service and honest food,Trip Advisor
Very welcoming and friendly staff. The food is also great! The salads and the hand-made pasta are specially good!,positive,5,3-Jun-19,Great,Trip Advisor
Grab a late lunch with my family at this restaurant. Was greeted by friendly staff. Which recommended their specials which was a pork shank and lamb cooked with feta cheese. Nice environment and good food.,positive,5,20-May-19,Good Food & Great Service,Trip Advisor
"Food was really delicious, we felt full easily. Waiters were excellent and friendly.  But toilets were absolutely dirty!!! Especially men's toilet was disgusting... Their Wi-Fi was a little bit problematic, we couldn't connect.",positive,4,16-Apr-19,Food was delicious but toilets...,Trip Advisor
Great mezedaki food in an cozy street in trikala. The service was ok and the food great! We had filled beef and psaronefri with salad and feta with honey. I definetely recommend this place. The food and taste is great!,positive,5,27-Dec-18,Great cretan food in Trikala!,Trip Advisor
"Nice place in a very old city’s neighborhood. 
Warm staff and nice decoration. 
Unfortunately we are not so much satisfied with the taste of dishes even they served so delicate.",positive,4,27-Dec-18,Good enough,Trip Advisor
"We ate here at lunch time and the food was well cooked, quick and tasty. The salads were excellent. The bread was quite hard although this is traditional in Greece.",positive,5,15-Nov-18,Very good. ,Trip Advisor
"We tasted some of the dishes (Cuisine from Crete),all were excellent.The prices were low and quality was high.The salad (from Crete they name it) ,the special pasta with cheese and caramelized onions, the pork baked in the oven for hours with potatoes ,all tasteful.If you...More",positive,5,10-Nov-18,Great food and location!,Trip Advisor
"The dishes were tasty, varied and quite big. Nice service and clean atmosphere. A nice place with Cretan food.",positive,5,12-Jan-20,Tasty and large dishes,Trip Advisor
"This restaurant is second to none. No questions asked. The food was incredibly good, tasteful and the service very very quick even for a very busy Saturday. We picked this restaurant from the top of the list of Trip Advisor and yes it was without...More",positive,5,4-Jan-20,Family dinner.,Trip Advisor
Me and my wife visited this nice restaurant in Trikala a few days ago. We came back from the monasteries in Meteora and hoped for a typical taste of the Greek. There weren’t any Dolmadas on the menu so I asked the waitress if they...More,positive,5,30-Aug-19,Touched by kind service and honest food,Trip Advisor
Very welcoming and friendly staff. The food is also great! The salads and the hand-made pasta are specially good!,positive,5,3-Jun-19,Great,Trip Advisor
Grab a late lunch with my family at this restaurant. Was greeted by friendly staff. Which recommended their specials which was a pork shank and lamb cooked with feta cheese. Nice environment and good food.,positive,5,20-May-19,Good Food & Great Service,Trip Advisor
"Food was really delicious, we felt full easily. Waiters were excellent and friendly.  But toilets were absolutely dirty!!! Especially men's toilet was disgusting... Their Wi-Fi was a little bit problematic, we couldn't connect.",positive,4,16-Apr-19,Food was delicious but toilets...,Trip Advisor
Great mezedaki food in an cozy street in trikala. The service was ok and the food great! We had filled beef and psaronefri with salad and feta with honey. I definetely recommend this place. The food and taste is great!,positive,5,27-Dec-18,Great cretan food in Trikala!,Trip Advisor
"Nice place in a very old city’s neighborhood. 
Warm staff and nice decoration. 
Unfortunately we are not so much satisfied with the taste of dishes even they served so delicate.",positive,4,27-Dec-18,Good enough,Trip Advisor
"We ate here at lunch time and the food was well cooked, quick and tasty. The salads were excellent. The bread was quite hard although this is traditional in Greece.",positive,5,15-Nov-18,Very good. ,Trip Advisor
"We tasted some of the dishes (Cuisine from Crete),all were excellent.The prices were low and quality was high.The salad (from Crete they name it) ,the special pasta with cheese and caramelized onions, the pork baked in the oven for hours with potatoes ,all tasteful.If you...More",positive,5,10-Nov-18,Great food and location!,Trip Advisor
Everything was so good and delicious! The owner was very kind and we liked also the location! We were very much satisfied!,positive,5,26-Feb-20,Our perfect lunch in Trikala,Trip Advisor
The food was very good ! The pork knee was amazing! Highly recommend this restaurant if you are in Trikala,positive,5,18-Jan-20,Amazing,Trip Advisor
"Enjoyed eating here on my first business trip to Trikala. The choice of food is maybe very standard for Greece, but the Arabic chicken pie I explored was delicious and subtly flavoured. I would heartily recommend this to anybody visiting the town and looking for...More",positive,4,21-Apr-19,Honest tasty food at a sweet price,Trip Advisor
We ate two days ago and the food was great! Warm amd hospital place with many  dishes to choose! From appetizers to main dishes and everything perrfect amd prices very reasonable!,positive,5,1-Dec-18,Warn place with great food! ,Trip Advisor
"This is only a couple of blocks from the hotel on the plaza we stayed at. It was post lunch in the middle of the week in May, we were the only patrons there. The food is wonderful, especially the cheesy potato appetizer. But loved...More",positive,5,14-Jul-18,Wonderful eatery on the main restaurant district.,Trip Advisor
"Staff was very polite, the music and the ambient were very authentic and ideal for a night out. We liked the food, nice taste but my meat was a bit hard. Good value for money and good choice in total.",positive,4,11-Mar-18,Pleasant dinner in Trikala,Trip Advisor
"Nice place very good food, fast service good price. warm and cosy for family or couples.i suggest mushrooms and lamp",positive,5,28-Jan-18,Nice lamp,Trip Advisor
We were about 20 people and they didn't have any problem to fit all of us in two different tables. It is a big place. We were also able to separate bills. The food was nice and the waiters were also so kind to us....More,positive,4,27-Jan-18,"Good place, sometimes can be noisy",Trip Advisor
"Everything said in the title :)
We came to Trikala to see the Christmas village several days before it was open and luckily found Palia Istoria.

The place is full of locals. The prices are funny-small.

Just pay attention that a normal person can not...More",positive,5,24-Jan-18,Superb home-style local food in HUGE portions,Trip Advisor
"Went here for dinner. the server was excellent in his wine choice and was very patient with me. He helped me pick the perfect wine...something not to sweet. I ended up getting a rose. I had a horta salad (which is just boiled spinach, really...More",positive,4,18-May-17,good service. huge portions,Trip Advisor
nice and cozy place...the food was all well cooked and very tasty...prices are normal enough...i would go again...,positive,5,14-Dec-16,tasty experience,Trip Advisor
Very nice restaurant on a pedestrian zone. Nice area to walk around also. The food was excellent. And the service was also great. Good job.,positive,5,10-Dec-16,Nice place nice area,Trip Advisor
Very cozy atmosphere. Excellent service. Quite big portions and interesting menu. Would recommend for both friends and family as company. In the top restaurants of town.,positive,4,14-Oct-15,"Nice atmosphere, good cuisine",Trip Advisor
"We had a lunch here after a long day at Meteora. Lunch was terrific - souvlaki and horiatiki, lamb. Gave us a complimentary dessert. Was recommended by a local, was very nice.",positive,5,4-Jul-15,Great meal!,Trip Advisor
"Great food not so great service. Nice atmosphere, outdoor seating with a view to shops. Best to go in groups.",positive,4,22-Dec-14,Great food,Trip Advisor
"Nice meat dishes and some local specialties, nice sausages and a fire place to keep you calm and warm during winter time...",positive,5,27-Feb-14,wood atmosphere...,Trip Advisor
Everything was so good and delicious! The owner was very kind and we liked also the location! We were very much satisfied!,positive,5,26-Feb-20,Our perfect lunch in Trikala,Trip Advisor
The food was very good ! The pork knee was amazing! Highly recommend this restaurant if you are in Trikala,positive,5,18-Jan-20,Amazing,Trip Advisor
"Enjoyed eating here on my first business trip to Trikala. The choice of food is maybe very standard for Greece, but the Arabic chicken pie I explored was delicious and subtly flavoured. I would heartily recommend this to anybody visiting the town and looking for...More",positive,4,21-Apr-19,Honest tasty food at a sweet price,Trip Advisor
We ate two days ago and the food was great! Warm amd hospital place with many  dishes to choose! From appetizers to main dishes and everything perrfect amd prices very reasonable!,positive,5,1-Dec-18,Warn place with great food! ,Trip Advisor
"This is only a couple of blocks from the hotel on the plaza we stayed at. It was post lunch in the middle of the week in May, we were the only patrons there. The food is wonderful, especially the cheesy potato appetizer. But loved...More",positive,5,14-Jul-18,Wonderful eatery on the main restaurant district.,Trip Advisor
"Staff was very polite, the music and the ambient were very authentic and ideal for a night out. We liked the food, nice taste but my meat was a bit hard. Good value for money and good choice in total.",positive,4,11-Mar-18,Pleasant dinner in Trikala,Trip Advisor
"Nice place very good food, fast service good price. warm and cosy for family or couples.i suggest mushrooms and lamp",positive,5,28-Jan-18,Nice lamp,Trip Advisor
We were about 20 people and they didn't have any problem to fit all of us in two different tables. It is a big place. We were also able to separate bills. The food was nice and the waiters were also so kind to us....More,positive,4,27-Jan-18,"Good place, sometimes can be noisy",Trip Advisor
